educationorganizationid,studentusi,sexdescriptorid,profilethumbnail,hispaniclatinoethnicity,oldethnicitydescriptorid,limitedenglishproficiencydescriptorid,loginid,discriminator,createdate,lastmodifieddate,id,changeversion
"255901","2","2091",,"false","1677",,,"NULL","2020-11-13 14:17:28.508570","2020-11-13 14:17:28.470006","bd7f01c9-fe8d-405a-ad95-f866f30010dc","31192"
"255901","7","2091",,"true","1680",,,"NULL","2020-11-13 14:17:28.546457","2020-11-13 14:17:28.546192","2b229c2b-cdea-4da7-8a9f-a8daf284fbde","31198"
"255901","10","2090",,"false","1678",,,"NULL","2020-11-13 14:17:28.577790","2020-11-13 14:17:28.577461","b5666d65-d2b2-4dba-954e-81975ca685e0","31202"
"255901","16","2091",,"true","1679",,,"NULL","2020-11-13 14:17:28.604192","2020-11-13 14:17:28.603822","b56b6f05-acaa-4613-8e7a-8a5b10cb958e","31206"
"255901","19","2091",,"true","1681",,,"NULL","2020-11-13 14:17:28.627413","2020-11-13 14:17:28.627124","bf10ee22-2f15-4f38-aa8b-6b85c74e1dc4","31210"
"255901","22","2090",,"true","1681",,,"NULL","2020-11-13 14:17:28.651428","2020-11-13 14:17:28.651114","9a3d6b5d-767d-477f-b0de-67b79b9440b6","31212"
"255901","24","2090",,"true",,,,"NULL","2020-11-13 14:17:28.671990","2020-11-13 14:17:28.671686","40c45f88-62ef-4ecd-acdb-360dcf95a175","31216"
"255901","27","2091",,"false","1681",,,"NULL","2020-11-13 14:17:28.698341","2020-11-13 14:17:28.697707","f6a4eec9-5ea5-4191-93e6-97620cf1b219","31218"
"255901","32","2091",,"false","1680",,,"NULL","2020-11-13 14:17:28.721947","2020-11-13 14:17:28.721605","53df7c77-1edc-4732-b4c3-834258e34468","31223"
"255901","34","2090",,"false","1681",,,"NULL","2020-11-13 14:17:28.736855","2020-11-13 14:17:28.736446","42707424-359a-49ac-855a-56ffebc2b65a","31225"
"255901","37","2091",,"true","1679",,,"NULL","2020-11-13 14:17:28.750101","2020-11-13 14:17:28.749760","19db3d83-5c49-4c83-b7bd-e986fbaad57d","31228"
"255901","38","2091",,"false","1679",,,"NULL","2020-11-13 14:17:28.766212","2020-11-13 14:17:28.765851","4ff82d58-3f67-45db-8bd2-f385f96544b7","31229"
"255901","42","2091",,"false","1679",,,"NULL","2020-11-13 14:17:28.788989","2020-11-13 14:17:28.788576","f3e333ec-3ab9-44c5-9e0c-dfb4355b37c8","31233"
"255901","46","2091",,"false","1677",,,"NULL","2020-11-13 14:17:28.819484","2020-11-13 14:17:28.818862","9b848cd5-0f47-4d3a-abaa-b73b09697ee0","31237"
"255901","69","2090",,"true","1681",,,"NULL","2020-11-13 14:17:28.984991","2020-11-13 14:17:28.984392","2791fe0e-6c0d-4355-917a-d6dee8f9e0f6","31260"
"255901","74","2091",,"true","1677",,,"NULL","2020-11-13 14:17:29.010605","2020-11-13 14:17:29.010286","4b7c6e98-79a2-43fc-b166-a97befb4821e","31265"
"255901","75","2091",,"false","1680",,,"NULL","2020-11-13 14:17:29.024247","2020-11-13 14:17:29.022308","d429e1a9-c858-45f7-80e3-f3e0f5091295","31266"
"255901","76","2091",,"true","1681",,,"NULL","2020-11-13 14:17:29.037945","2020-11-13 14:17:29.037047","f4fbd748-3f3f-4524-8d28-ff234bd10b7a","31269"
"255901","82","2090",,"false","1681",,,"NULL","2020-11-13 14:17:29.068302","2020-11-13 14:17:29.067897","6e5528fa-6fc9-4272-8a55-e03d79f500d6","31273"
"255901","86","2090",,"false","1680",,,"NULL","2020-11-13 14:17:29.094255","2020-11-13 14:17:29.093886","7ccfa276-0954-41bd-ba84-0d3c2ebfb574","31277"
"255901","90","2090",,"true","1680",,,"NULL","2020-11-13 14:17:29.122887","2020-11-13 14:17:29.122541","4a861ca9-a5be-44c4-a3d9-3d3f2c0ef833","31281"
"255901","99","2090",,"false","1677",,,"NULL","2020-11-13 14:17:29.187998","2020-11-13 14:17:29.187355","5bbf7e4c-2a39-49b0-b231-6a0c9638aab8","31290"
"255901","104","2090",,"true","1679",,,"NULL","2020-11-13 14:17:29.216693","2020-11-13 14:17:29.216204","4a0a4e2f-a4ba-4653-8075-37502d9082aa","31294"
"255901","109","2091",,"false","1678",,,"NULL","2020-11-13 14:17:29.266408","2020-11-13 14:17:29.265725","cca20f4d-7d6f-44b4-b77e-e8d1eea27b24","31300"
"255901","112","2091",,"true","1680",,,"NULL","2020-11-13 14:17:29.273671","2020-11-13 14:17:29.273303","cb0427eb-f74a-4589-bf50-81f1e6374d75","31303"
"255901","115","2091",,"false","1678",,,"NULL","2020-11-13 14:17:29.297160","2020-11-13 14:17:29.296754","15e8ccf6-4d44-4a83-a219-ebe556f9408a","31306"
"255901","119","2091",,"false","1678",,,"NULL","2020-11-13 14:17:29.325606","2020-11-13 14:17:29.325260","3e3ec13a-8a42-4c52-84bd-3933622f4006","31310"
"255901","121","2090",,"false","1677",,,"NULL","2020-11-13 14:17:29.342914","2020-11-13 14:17:29.342397","d1a3b654-e10a-4cb1-ae25-1f9998a926b4","31312"
"255901","122","2090",,"false","1680",,,"NULL","2020-11-13 14:17:29.349410","2020-11-13 14:17:29.349003","37f240fb-05eb-498f-becc-5d353c14270c","31313"
"255901","125","2090",,"true","1677",,,"NULL","2020-11-13 14:17:29.372099","2020-11-13 14:17:29.371419","cfedcdae-aa07-4636-a94a-ffd34c6fd788","31316"
"255901","129","2091",,"true","1681",,,"NULL","2020-11-13 14:17:29.397322","2020-11-13 14:17:29.396944","1ab2f7aa-6db4-4ca1-b08a-bb901c4bcbd1","31320"
"255901","133","2090",,"false","1677",,,"NULL","2020-11-13 14:17:29.421677","2020-11-13 14:17:29.421344","e6e2851a-9219-4f2f-ac4a-3230398f9cc3","31324"
"255901","135","2090",,"false","1678",,,"NULL","2020-11-13 14:17:29.428692","2020-11-13 14:17:29.427780","47a38fd0-f2a5-4077-8d3c-0c328f30dea7","31326"
"255901","137","2090",,"false","1677",,,"NULL","2020-11-13 14:17:29.444853","2020-11-13 14:17:29.444328","cd3a0cb6-44a5-42c2-a27d-88969fbe867b","31328"
"255901","146","2091",,"true","1681",,,"NULL","2020-11-13 14:17:29.507183","2020-11-13 14:17:29.506813","724925e7-8ecc-415c-b1c6-1bb3e1e79ddf","31337"
"255901","150","2091",,"false","1677",,,"NULL","2020-11-13 14:17:29.530282","2020-11-13 14:17:29.529717","cba5253e-f912-4eb5-86fc-45e1961e82c9","31341"
"255901","155","2090",,"true","1680",,,"NULL","2020-11-13 14:17:29.561318","2020-11-13 14:17:29.560932","d843f813-c1c0-4cf8-b219-637b672c84ce","31346"
"255901","159","2090",,"false","1681",,,"NULL","2020-11-13 14:17:29.586309","2020-11-13 14:17:29.585926","09d61d0c-d0ea-47ff-ad99-2c5c5412b253","31350"
"255901","163","2091",,"false","1679",,,"NULL","2020-11-13 14:17:29.854979","2020-11-13 14:17:29.854612","ea07b1c6-e3ae-4071-91c6-d69989c336a6","31356"
"255901","170","2091",,"false","1677",,,"NULL","2020-11-13 14:17:29.885465","2020-11-13 14:17:29.884996","d3a6c4b0-f585-4cf4-aa85-68ad5ccec811","31361"
"255901","175","2090",,"true","1677",,,"NULL","2020-11-13 14:17:29.913688","2020-11-13 14:17:29.913324","2b7b6f61-9525-486b-90d6-24969abce7dd","31365"
"255901","181","2091",,"true","1678","1613",,"NULL","2020-11-13 14:17:29.990891","2020-11-13 14:17:29.985880","e335161a-cb63-4796-99ff-203d493699ad","31371"
"255901","186","2091",,"false","1677",,,"NULL","2020-11-13 14:17:30.037789","2020-11-13 14:17:30.037353","f2253379-09da-4f1d-8283-f73d517541d7","31378"
"255901","194","2091",,"true","1681",,,"NULL","2020-11-13 14:17:30.091375","2020-11-13 14:17:30.091004","86a0abbe-1ec0-4f11-ac75-49be9da40ccf","31385"
"255901","197","2090",,"true","1680",,,"NULL","2020-11-13 14:17:30.114954","2020-11-13 14:17:30.114514","76425efc-7023-40a2-a7f0-8dc3b3c352e5","31388"
"255901","202","2091",,"true","1680",,,"NULL","2020-11-13 14:17:30.141834","2020-11-13 14:17:30.141320","50b2fd9f-673d-46e7-8779-4403464ac4ca","31393"
"255901","204","2090",,"false","1680",,,"NULL","2020-11-13 14:17:30.163263","2020-11-13 14:17:30.162790","91c845c6-02a2-4958-b0a8-b9adf08f98eb","31395"
"255901","207","2091",,"true","1681",,,"NULL","2020-11-13 14:17:30.185654","2020-11-13 14:17:30.185130","9d5091a6-e9c9-4981-a618-c2336615deda","31398"
"255901","215","2091",,"false","1677",,,"NULL","2020-11-13 14:17:30.236752","2020-11-13 14:17:30.236266","da803a37-f200-4367-adb6-c0699ef449de","31406"
"255901","221","2091",,"true","1677",,,"NULL","2020-11-13 14:17:30.267780","2020-11-13 14:17:30.267442","41cec760-a839-48da-93a0-48b375a36756","31412"
"255901","228","2091",,"true","1679",,,"NULL","2020-11-13 14:17:30.318183","2020-11-13 14:17:30.317863","bb972d1b-bd98-492f-b42e-bcc9216ebbd8","31419"
"255901","234","2090",,"false","1679",,,"NULL","2020-11-13 14:17:30.355060","2020-11-13 14:17:30.354651","e768e433-0969-47fa-b8b8-ca5f3886df42","31425"
"255901","237","2090",,"true","1677",,,"NULL","2020-11-13 14:17:30.368592","2020-11-13 14:17:30.368232","fbd23569-7530-4096-b130-0acff1c78f87","31427"
"255901","242","2090",,"false","1680",,,"NULL","2020-11-13 14:17:30.413911","2020-11-13 14:17:30.413472","7b4ebe96-dbb8-49be-9781-e0cb65948df9","31434"
"255901","249","2090",,"false","1680",,,"NULL","2020-11-13 14:17:30.462968","2020-11-13 14:17:30.462188","b90c8f30-1532-4d77-8bca-d878c395aa41","31440"
"255901","254","2090",,"true","1679",,,"NULL","2020-11-13 14:17:30.506747","2020-11-13 14:17:30.506345","8ac1f5ab-63b4-4632-9a76-c0dd3d158c1a","31445"
"255901","259","2090",,"true",,,,"NULL","2020-11-13 14:17:30.537833","2020-11-13 14:17:30.537105","73b1bd72-333e-449b-b191-718cc27a0db5","31450"
"255901","261","2091",,"false","1677",,,"NULL","2020-11-13 14:17:30.556585","2020-11-13 14:17:30.555800","96ded319-db07-46bf-b8cc-14e87bbcba34","31452"
"255901","272","2090",,"false","1679",,,"NULL","2020-11-13 14:17:30.613712","2020-11-13 14:17:30.612730","c85c8817-8d81-46f4-9902-5ae23633d61e","31461"
"255901","270","2090",,"false","1679",,,"NULL","2020-11-13 14:17:30.628162","2020-11-13 14:17:30.627803","f55408db-721e-4251-859d-afb29cfd78e6","31463"
"255901","275","2090",,"true","1677",,,"NULL","2020-11-13 14:17:30.647857","2020-11-13 14:17:30.647511","5ff3566e-b618-4ece-96c0-3bb3df7ca4f1","31466"
"255901","278","2090",,"true","1680",,,"NULL","2020-11-13 14:17:30.670335","2020-11-13 14:17:30.669997","0ca20fd7-301e-445d-aab9-a38728b1f870","31469"
"255901","282","2090",,"false","1680",,,"NULL","2020-11-13 14:17:30.703675","2020-11-13 14:17:30.703176","59486395-8150-4e67-8223-169520053ffc","31474"
"255901","290","2091",,"false","1680",,,"NULL","2020-11-13 14:17:30.755917","2020-11-13 14:17:30.755286","173dc4a7-15b4-4f36-8ffd-4a24f5d3f48f","31481"
"255901","292","2090",,"false","1681",,,"NULL","2020-11-13 14:17:30.764421","2020-11-13 14:17:30.763815","1bf550f9-c4bd-41b5-8f0a-db3eb7327038","31483"
"255901","295","2090",,"true","1679",,,"NULL","2020-11-13 14:17:30.785884","2020-11-13 14:17:30.785513","122ca0a3-e51f-452c-b927-64a23fe47d54","31486"
"255901","318","2090",,"false","1680",,,"NULL","2020-11-13 14:17:30.934688","2020-11-13 14:17:30.934390","8f932ed6-69d5-4d17-9115-48cd07d20900","31509"
"255901","319","2090",,"false","1677",,,"NULL","2020-11-13 14:17:30.952303","2020-11-13 14:17:30.951777","c9c10746-3325-4055-b7a0-ec07263a1458","31511"
"255901","326","2090",,"false","1677",,,"NULL","2020-11-13 14:17:30.990336","2020-11-13 14:17:30.989942","eefa6b81-b381-4271-91bb-4c1d21e302a6","31517"
"255901","329","2091",,"false","1678",,,"NULL","2020-11-13 14:17:31.011882","2020-11-13 14:17:31.011529","09babb93-28db-4c69-aade-b409bfbfcc3a","31520"
"255901","334","2091",,"false","1677",,,"NULL","2020-11-13 14:17:31.036221","2020-11-13 14:17:31.035834","5c6f118a-1ed6-45ed-8be9-ccd3178f7f14","31524"
"255901","345","2090",,"false","1677",,,"NULL","2020-11-13 14:17:31.110836","2020-11-13 14:17:31.110450","07ff926e-b6db-4214-b9c0-84a86bab3991","31536"
"255901","347","2091",,"false","1679",,,"NULL","2020-11-13 14:17:31.133187","2020-11-13 14:17:31.132822","237d3bf9-4722-4759-ace4-58726f5033ef","31539"
"255901","351","2090",,"true","1680",,,"NULL","2020-11-13 14:17:31.157470","2020-11-13 14:17:31.157081","4e7edf01-e4b0-4e93-99f7-751a53cdaa99","31543"
"255901","357","2091",,"true","1678",,,"NULL","2020-11-13 14:17:31.183950","2020-11-13 14:17:31.183611","b4633296-420c-4195-b452-d03005b77909","31548"
"255901","4","2091",,"true","1677",,,"NULL","2020-11-13 14:17:28.509656","2020-11-13 14:17:28.470030","f91c73ea-b007-4b2b-b786-483b401ce551","31195"
"255901","3","2090",,"false","1680",,,"NULL","2020-11-13 14:17:28.508570","2020-11-13 14:17:28.470016","8b368085-b04d-46ad-992f-67bd6751968b","31193"
"255901","6","2090",,"true","1681",,,"NULL","2020-11-13 14:17:28.546433","2020-11-13 14:17:28.546074","3838cf4c-82a2-4b8e-a6d7-fc119ec43d08","31196"
"255901","8","2090",,"false","1680",,,"NULL","2020-11-13 14:17:28.546419","2020-11-13 14:17:28.546025","50490666-3911-4075-8e83-a25e3a7306cc","31197"
"255901","12","2090",,"true","1677",,,"NULL","2020-11-13 14:17:28.575085","2020-11-13 14:17:28.574409","ef4b683b-2407-447f-9d58-87e0bdf5bc5d","31200"
"255901","11","2091",,"false","1677",,,"NULL","2020-11-13 14:17:28.583002","2020-11-13 14:17:28.582574","48193528-ecf2-4762-a4c7-9add65ea8fd4","31203"
